Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"E Marra, R Wictorsson, J Bohlin, E Marchi…","Remote measuring of the depth of wheel ruts in forest terrain using a drone",2021,"… Journal of Forest …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/14942119.2021.1916228","https://scholar.google.com/scholar?cites=582428960211357354&as_sdt=2005&sciodt=0,5&hl=en",42,"2025-02-25 15:34:16","","10.1080/14942119.2021.1916228","","",,,,,16,4.00,3,5,4,"… Rutting and soil compaction are the main forms of soil … The study was carried out on a clear-cut area, where logging … It must be acknowledged that, before logging, forest strip roads …","https://www.tandfonline.com/doi/pdf/10.1080/14942119.2021.1916228","https://scholar.google.com/scholar?q=related:qk5MsA00FQgJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"U Vepakomma, D Cormier, L Hansson…","Remote Sensing at Local Scales for Operational Forestry",2023,"Boreal Forests in the Face …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-15988-6_27","https://scholar.google.com/scholar?cites=13426123820371516443&as_sdt=2005&sciodt=0,5&hl=en",24,"2025-02-25 15:34:16","HTML","10.1007/978-3-031-15988-6_27","","",,,,,3,1.50,1,4,2,"… In practice, machine operators in Europe and the Americas use tree cover and ground … at an individual rut level, remote sensing can also help locate and characterize ruts at the …","https://link.springer.com/chapter/10.1007/978-3-031-15988-6_27","https://scholar.google.com/scholar?q=related:G5yn33osU7oJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"AM Grinberg, AB Kachalin…","Remote sensing methods in research on river drainage basins",1994,"… and Remote Sensing","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07493878.1994.10641970","",47,"2025-02-25 15:34:16","","10.1080/07493878.1994.10641970","","",,,,,0,0.00,0,3,31,"… in places where conifer forests have been cut there has been … On the other hand, forest soils differ substantially from … to the classification of logged areas, natural shrubland, and …","https://www.tandfonline.com/doi/pdf/10.1080/07493878.1994.10641970","https://scholar.google.com/scholar?q=related:BbKMVSh7xcQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"DS Fisher, CG Shellman","Remote Sensing of Environment",1963,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=l7ssAQAAMAAJ&oi=fnd&pg=PP6&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=3GX9UE2fpd&sig=j0OhSfGQ6XyppA9DvgcPzgE9gDU","",113,"2025-02-25 15:34:16","BOOK","","","",,,,,0,0.00,0,2,62,"… , geography, geology, and forestry curricula offer only a very limited … logical, therefore, since the controlling factor is time, that we pick and fly those areas for which modern ground …","https://books.google.com/books?hl=en&lr=&id=l7ssAQAAMAAJ&oi=fnd&pg=PP6&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=3GX9UE2fpd&sig=j0OhSfGQ6XyppA9DvgcPzgE9gDU","https://scholar.google.com/scholar?q=related:L4EbmfzwchQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
34,"W Nijland, NC Coops, SE Macdonald…","Remote sensing proxies of productivity and moisture predict forest stand type and recovery rate following experimental harvest",2015,"Forest Ecology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378112715004594","https://scholar.google.com/scholar?cites=6345457512968426162&as_sdt=2005&sciodt=0,5&hl=en",10,"2025-02-25 15:34:16","","","","",,,,,34,3.40,9,4,10,"… by soil nutrients and available moisture is often characterized using an edatopic grid. A challenge for forest … Recent advances in remote sensing offer some potential approaches for …","http://watershed.for.unb.ca/wp-content/uploads/2015emendWAM.pdf","https://scholar.google.com/scholar?q=related:shLRBf2XD1gJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"L Collins, T Doering, J Gonzalez","Remote Sensing: Lidar, GPS, and GIS Examination of Cattle Mound Archaeological Sites in Congaree National Park",2018,"","digitalcommons.usf.edu","https://digitalcommons.usf.edu/dhhc_facpub/22/","",34,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,3,7,"… , is an extensive forest of flats and meandering sloughs that cut … in our survey and show as historic logging roads on the Cely (… cut areas (below image is optimized to show elevated soil …","https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=1018&context=dhhc_facpub","https://scholar.google.com/scholar?q=related:x2M2ca1PeEsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"MNR Sites","Research and Science related to Forest Biofibre Utilization in Ontario's Crown Forests",,"","","","",145,"2025-02-25 15:34:16","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:xJOXO5WfcmYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"J Wang, D Yang, Z Xie, H Wang, Z Hao…","Research Progress of Optical Satellite Remote Sensing Monitoring Asphalt Pavement Aging",2024,"… & Remote Sensing","ingentaconnect.com","https://www.ingentaconnect.com/content/asprs/pers/2024/00000090/00000008/art00007","",122,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,6,1,"… complex than the spectral characteristics of natural ground objects (such as vegetation, water … Road ruts can cause strong absorption at 900 to 1000 nm because cracks and ruts can …","","https://scholar.google.com/scholar?q=related:GVFdYDthWHIJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
40,"DD Reed, GD Mroz","Resource assessment in forested landscapes",1997,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=GeH1YiZxhWMC&oi=fnd&pg=PR11&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=lXSGxfr23b&sig=76oMmzAbIfSctXeSsNStfAsZacE","https://scholar.google.com/scholar?cites=5206179102623068274&as_sdt=2005&sciodt=0,5&hl=en",327,"2025-02-25 15:34:16","BOOK","","","",,,,,40,1.43,20,2,28,"… ; severe rutting from the inappropriate use of equipment when soil is … Unlike agricultural soils, forest soils are also mixed or … forest soil is much more variable than that of agricultural soils…","","https://scholar.google.com/scholar?q=related:cvDocE8QQEgJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"OFTB WETLAND","RESOURCE MANAGEMENT AND CONSERVATION OPTIONS",2018,"","researchgate.net","https://www.researchgate.net/profile/Hairazi-Rahim/publication/341370222_RESOURCE_MANAGEMENT_AND_CONSERVATION_OPTIONS_OF_TASEK_BERA_WETLAND_PAHANG_MALAYSIA/links/5ebccfb392851c11a867855c/RESOURCE-MANAGEMENT-AND-CONSERVATION-OPTIONS-OF-TASEK-BERA-WETLAND-PAHANG-MALAYSIA.pdf","",635,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,7,"… by peat swamp forests which are tropical moist forests where waterlogged soils prevent dead … Rampant illegal logging has also occurred in the forest reserve which in turn severely …","https://www.researchgate.net/profile/Hairazi-Rahim/publication/341370222_RESOURCE_MANAGEMENT_AND_CONSERVATION_OPTIONS_OF_TASEK_BERA_WETLAND_PAHANG_MALAYSIA/links/5ebccfb392851c11a867855c/RESOURCE-MANAGEMENT-AND-CONSERVATION-OPTIONS-OF-TASEK-BERA-WETLAND-PAHANG-MALAYSIA.pdf","https://scholar.google.com/scholar?q=related:UjvorHtw2N4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
47,"PR Oberg","Responses of mountain caribou to linear features in a west-central Alberta landscape",2001,"","friresearch.ca","https://friresearch.ca/data/null/WCP_2001_03_Rpt_ResponsesofMountainCariboutoLinearFeaturesinaWestCentralABLandscape.pdf","https://scholar.google.com/scholar?cites=6827993249909387398&as_sdt=2005&sciodt=0,5&hl=en",213,"2025-02-25 15:34:16","PDF","","","",,,,,47,1.96,47,1,24,"… of members from the petroleum, forest, and mining industries; … Zane Chomlak who made great ground-truthers, and Rick … GIS by digitizing 1998 Indian Remote Sensing Satellite (IRS) …","https://friresearch.ca/data/null/WCP_2001_03_Rpt_ResponsesofMountainCariboutoLinearFeaturesinaWestCentralABLandscape.pdf","https://scholar.google.com/scholar?q=related:hjCdPa_nwV4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"P Anderson, W Olympia","Responsible Official: Doug Sutherland Commissioner of Public Lands Contact Person",2006,"","file.dnr.wa.gov","https://file.dnr.wa.gov/publications/fp_rulemkg_rmap-pr_eis_200604.pdf","",821,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,2,19,"… 222 WAC, Forest Practices to limit the burden on small forest … a Forest Practices Board (FPB) to adopt rules to protect soils, … of the upstream watershed forest that has been cut and the …","https://file.dnr.wa.gov/publications/fp_rulemkg_rmap-pr_eis_200604.pdf","https://scholar.google.com/scholar?q=related:3A41rasQk18J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"J Defra","Review of impacts of rural land use and management on flood generation Impact study report",2005,"","bfw.ac.at","http://bfw.ac.at/crue_documents/pjr_300_248.pdf","https://scholar.google.com/scholar?cites=4991750140096688361&as_sdt=2005&sciodt=0,5&hl=en",829,"2025-02-25 15:34:16","PDF","","","",,,,,2,0.10,2,1,20,"… a uniform area with a single soil type (eg a sandy loam) or a single soil profile in which the … This Section defines the current agricultural, horticulture and forestry systems in place in the …","http://bfw.ac.at/crue_documents/pjr_300_248.pdf","https://scholar.google.com/scholar?q=related:6TD4E05CRkUJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"DD Scott","Rifle Pits, Shelter Pits, and Entrenchments in the Trans-Mississippi West: Suggestions for Archaeological Study and Analysis",2021,"","academia.edu","https://www.academia.edu/download/67384666/Riflepit_earthworkDScott_5_20_21.pdf","https://scholar.google.com/scholar?cites=13694531749127091187&as_sdt=2005&sciodt=0,5&hl=en",621,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.25,1,1,4,"… of the canyon wall by the using cut logs and stone walls to form protective barriers. … soil anomalies that are consistent in size with rifle pits. It appears that modern refined remote sensing …","https://www.academia.edu/download/67384666/Riflepit_earthworkDScott_5_20_21.pdf","https://scholar.google.com/scholar?q=related:83MHsBHADL4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"REW Adams","Rio Azul Field Journal:(1987)",1988,"The Missouri Review","muse.jhu.edu","https://muse.jhu.edu/pub/48/article/410964/summary","",901,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,37,"… The road was tolerable, but rough and with many detours cut … or filled with enormous ruts from logging trucks which had … We have minimal remote sensing guidance, but the ground …","","https://scholar.google.com/scholar?q=related:gRJkrUEMdaoJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"J Morissette, M Donnelly","Riparian Areas. Challenges and Opportunities for Conservation and Sustainable Forest Management",2010,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/06bed84b-8d70-471f-90be-edfc3dc6b575/download/49fcdd7c-aa1b-46c8-a114-9c6a8e5e894c","https://scholar.google.com/scholar?cites=1344364753544868324&as_sdt=2005&sciodt=0,5&hl=en",483,"2025-02-25 15:34:16","PDF","","","",,,,,3,0.20,2,2,15,"… Forest harvest can affect soils through compaction, erosion, rutting, loss of organic matter, etc. … Our point is that no-cut buffers do not accommodate the natural range of variability in …","https://era.library.ualberta.ca/items/06bed84b-8d70-471f-90be-edfc3dc6b575/download/49fcdd7c-aa1b-46c8-a114-9c6a8e5e894c","https://scholar.google.com/scholar?q=related:5PGY354kqBIJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"WF Hansen, DL Law","Riparian management on the National Forests in South Carolina",1993,"… Proceedings of Riparian Ecosystems in the …","researchgate.net","https://www.researchgate.net/profile/William-Hansen-4/publication/292983189_RIPARIAN_MANAGEMENT_ON_THE_NATIONAL_FORESTS_IN_SOUTH_CAROLINA/links/56b3ac6908ae5deb2657e095/RIPARIAN-MANAGEMENT-ON-THE-NATIONAL-FORESTS-IN-SOUTH-CAROLINA","https://scholar.google.com/scholar?cites=11530325242807325273&as_sdt=2005&sciodt=0,5&hl=en",257,"2025-02-25 15:34:16","DOC","","","",,,,,3,0.09,2,2,32,"… use soil mapping on GIS to measure the extent of hydric soils … using drainages to transport logs and impounding or transferring … and as more dynamic remote sensing, field observations, …","https://www.researchgate.net/profile/William-Hansen-4/publication/292983189_RIPARIAN_MANAGEMENT_ON_THE_NATIONAL_FORESTS_IN_SOUTH_CAROLINA/links/56b3ac6908ae5deb2657e095/RIPARIAN-MANAGEMENT-ON-THE-NATIONAL-FORESTS-IN-SOUTH-CAROLINA","https://scholar.google.com/scholar?q=related:WRJA0rfxA6AJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"H Buras, T McLain, B Miller, D Richardi, CP Richards","River reintroduction into Maurepas Swamp Project (PO-0029): Preliminary operations, maintenance, monitoring, and adaptive management plan",2018,"","lacoast.gov","https://www.lacoast.gov/reports/project/Preliminary_Maurepas_OMMAM_Plan_10-16-18.pdf","https://scholar.google.com/scholar?cites=4418729982696717934&as_sdt=2005&sciodt=0,5&hl=en",594,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.14,0,5,7,"… of the forest. Because the majority of the old growth swamp trees were clear-cut in the late 1800s … health and structural integrity; and increase rates of soil surface elevation gain to offset …","https://www.lacoast.gov/reports/project/Preliminary_Maurepas_OMMAM_Plan_10-16-18.pdf","https://scholar.google.com/scholar?q=related:bn4BAYJ7Uj0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
5,"J Sessions, A Akay, G Murphy, W Chung…","Road and harvesting planning and operations",2006,"… in Sustainable Forest …","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4020-4387-1_5.pdf","https://scholar.google.com/scholar?cites=6450512861384697068&as_sdt=2005&sciodt=0,5&hl=en",269,"2025-02-25 15:34:16","","10.1007/978-1-4020-4387-1_5","","",,,,,5,0.26,1,5,19,"… and productivity for ground-based logging systems. One … to cable logging layout design, Journal of Forest Engineering … conifer forest canopy, Canadian Journal of Remote Sensing …","https://www.researchgate.net/profile/Abdullah-Akay-3/publication/251113467_Road_and_harvesting_planning_and_operations/links/56895e0708ae051f9af771c4/Road-and-harvesting-planning-and-operations.pdf","https://scholar.google.com/scholar?q=related:7GTsaUXThFkJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"R HARRIS","ROAD LOG TO SELECTED INDUSTRIAl, MINERAI, PRODUCING LOCALITIES IN SOUTHEAST WYOMING",,"Gold m Wyoming","archives.datapages.com","https://archives.datapages.com/data/wga/data/051/051001/pdfs/i.pdf#page=43","",655,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,,"… in deeply weathered Precambrian Sherman Granite cut by some amphibolite dikes and thin … rock-climbling and picnicking ground. It is maintained by the US Forest Service. The word …","","https://scholar.google.com/scholar?q=related:J3O9FIGCxYIJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
22,"EJ Baird, W Floyd, I van Meerveld…","Road surface erosion, part 1: Summary of effects, processes, and assessment procedures",2012,"Watershed Management …","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=732eb6b2e890c6a11aeb292a1e54f0f200bab241","https://scholar.google.com/scholar?cites=9088940353726837078&as_sdt=2005&sciodt=0,5&hl=en",329,"2025-02-25 15:34:16","PDF","","","",,,,,22,1.69,6,4,13,"… Vegetation and forest floor are removed during road … It is the primary route for off-highway logging trucks to the log sort … of air photos and other remote sensing imagery). The number of …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=732eb6b2e890c6a11aeb292a1e54f0f200bab241","https://scholar.google.com/scholar?q=related:VvGZsBhnIn4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"M Lundbäck","Roadmap for teleoperation and automation of forwarding",2022,"PhD Doctoral thesis, Swedish University of …","researchgate.net","https://www.researchgate.net/profile/Mikael-Lundbaeck/publication/362594046_Roadmap_for_teleoperation_and_automation_of_forwarding/links/62f3974879550d6d1c6f1000/Roadmap-for-teleoperation-and-automation-of-forwarding.pdf","https://scholar.google.com/scholar?cites=17008189123883519905&as_sdt=2005&sciodt=0,5&hl=en",254,"2025-02-25 15:34:16","PDF","","","",,,,,3,1.00,3,1,3,"… forestry work and started to be imaginable with the development of high-resolution remote sensing … In a way, the production of logs in the forest can also be seen as such manufacturing, …","https://www.researchgate.net/profile/Mikael-Lundbaeck/publication/362594046_Roadmap_for_teleoperation_and_automation_of_forwarding/links/62f3974879550d6d1c6f1000/Roadmap-for-teleoperation-and-automation-of-forwarding.pdf","https://scholar.google.com/scholar?q=related:oU-9GeU5CewJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
16,"TS Vinson, JW Rooney, WH Haas","Roads and airfields in cold regions: A state of the practice report",1996,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=VfO8QuV0q0sC&oi=fnd&pg=PA1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=V5_UBOeACa&sig=i-u3D1l9M14bpeEDZod8AAX2sOQ","https://scholar.google.com/scholar?cites=14985268022623033330&as_sdt=2005&sciodt=0,5&hl=en",857,"2025-02-25 15:34:16","BOOK","","","",,,,,16,0.55,5,3,29,"… soil frost heave response, for example, a difference in soil response may occur between a backfill material in a culvert trench and the adjacent soil … monograph considers rutting related …","","https://scholar.google.com/scholar?q=related:8ld3CN9d9s8J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"DHVC BV","Roadside Geotechnical Problems: A Practical Guide to their Solution",2007,"Nepal: Road Maintenance and Development Project …","dor.gov.np","https://dor.gov.np/uploads/publication/publication_1472971151.pdf","https://scholar.google.com/scholar?cites=2643259474047015073&as_sdt=2005&sciodt=0,5&hl=en",654,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.06,1,1,18,"… In addition two comprehensive software packages, SLIDE for soil slop stability analysis and … , with an emphasis on the remote sensing and mapping of geomorphological and geological …","https://dor.gov.np/uploads/publication/publication_1472971151.pdf","https://scholar.google.com/scholar?q=related:oRjCr3y-riQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"O Fenton, K Daly, J Murnane, P Tuohy","Roadway Run-off and Nutrient-loss Reduction",,"epa.ie","","https://www.epa.ie/publications/research/epa-research-2030-reports/Research_Report-456.pdf","",819,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,4,,"… supported by existing remote-sensing layers could be used to … to attenuate diffuse pollution from forest drains. The authors … water through the soil surface down into the soil profile and …","https://www.epa.ie/publications/research/epa-research-2030-reports/Research_Report-456.pdf","https://scholar.google.com/scholar?q=related:CNpylJC_vRsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"J Billingsley, A Visala, M Dunn","Robotics in A",1984,"… , ed. BERNETT S., LINKENS DA, lEE …","academia.edu","https://www.academia.edu/download/75073222/Robotics_in_Agriculture_and_Forestry20211124-31010-s0abmb.pdf","https://scholar.google.com/scholar?cites=2219568364148076439&as_sdt=2005&sciodt=0,5&hl=en",154,"2025-02-25 15:34:16","PDF","","","",,,,,2,0.05,1,3,41,"… A digital map of the forest stand and the target log assortments are downloaded to … in remote sensing. However, because of the tops and branches of the trees, sufficient detail for forestry …","https://www.academia.edu/download/75073222/Robotics_in_Agriculture_and_Forestry20211124-31010-s0abmb.pdf","https://scholar.google.com/scholar?q=related:l6-926p9zR4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
162,"J Billingsley, A Visala, M Dunn","Robotics in Agriculture and Forestry.",2008,"Springer handbook of robotics","core.ac.uk","https://core.ac.uk/download/pdf/11037888.pdf","https://scholar.google.com/scholar?cites=3124710320145177031&as_sdt=2005&sciodt=0,5&hl=en",36,"2025-02-25 15:34:16","PDF","","","",,,,,162,9.53,54,3,17,"… A digital map of the forest stand and the target log … been an important theme in remote sensing. However, because of … final clear-cutting of trees the ground of the forest stand is usually …","https://core.ac.uk/download/pdf/11037888.pdf","https://scholar.google.com/scholar?q=related:xxlAEnszXSsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"JF Karish, D Dottavio, R Hiebert","ROCKY MOUNTAIN PO Box 25827 Denver, CO 80225 8-327-2650/(303) 969-2650",1990,"Park Science","books.google.com","https://books.google.com/books?hl=en&lr=&id=2a5d87hGnE0C&oi=fnd&pg=RA15-PA2&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=CEPDnPiY1e&sig=oO5iyRgf6SUrJ_DL4XVQziDj_60","",958,"2025-02-25 15:34:16","HTML","","","",,,,,0,0.00,0,3,35,"… state of knowledge with respect to forest systems and explore … , cut a thimbleberry stalk low to the ground, and went to work … out the pithy stem and made expert cuts at both ends of what …","https://books.google.com/books?hl=en&lr=&id=2a5d87hGnE0C&oi=fnd&pg=RA15-PA2&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=CEPDnPiY1e&sig=oO5iyRgf6SUrJ_DL4XVQziDj_60","https://scholar.google.com/scholar?q=related:dG0FZo359-0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
