DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1016/j.foreco.2021.119958,,,Modelling fire perimeter formation in the Canadian Rocky Mountains,"• Vegetation strongly influenced fire cessation in the Canadian Rocky Mountains. • Weather, topography, and anthropogenic factors were less influential. • Distance between matched pairs in case-control logistic regression impacted results. • Spatial probability maps validate model results and inform fire management planning. Wildfires produce a mosaic of burned and unburned patches across varying temporal and spatial scales and provide a range of essential ecosystem services. Fire perimeters mark the separation between the burned and unburned matrix of a fire. Analysis of fire perimeters in the United States, Australia, and Alberta, have identified several key factors that influence the formation of a fire boundary, including fire environment variables, such as fuel, weather, and topographic conditions, as well as anthropogenic factors. We used matched case-control conditional logistic regression to assess the fire environment's influence on the formation of fire boundaries on the 2017 Verdant Creek Fire in the western Canadian Rocky Mountain region. Results indicated that fire boundary formation was strongly influenced by non-fuels, alpine and subalpine vegetation, wetland areas, and low and sparse shrub assemblages generally associated with avalanche paths. Fire cessation was more likely near waterways; however, the fire weather conditions that characterized most burning periods likely overrode other topographic influences. Fire cessation was most likely to occur one day following precipitation events when Vapour Pressure Deficit and Fire Weather Index values decreased. To explore the potential influence of spatial data resolution and fire mapping limitations on our results, we varied the distance between matched sample points selected on each side of the mapped fire perimeter during statistical modelling. Results demonstrated matched pairs of burned and unburned sample points were effective at representing discrete states when separated by at least 100 m and that insufficient or excessive separation between matched pairs confounds results, highlighting the importance of sensitivity analysis for determining the appropriate separation distance to represent burned and unburned states. We demonstrate a practical application of the model to predict spread potential, enabling rapid visual assessment of landscape locations most likely to limit fire spread.","Kiera A.P. Macauley,Kiera A.P. Macauley,Neal McLoughlin,Neal McLoughlin,Jennifer L. Beverly,Jennifer L. Beverly",Forest Ecology and Management,2022
10.2737/rds-2019-0005,,,"Field attributes and satellite data for ""How vegetation recovery and fuel conditions in past fires influences fuels and future fire management in five western U.S. ecosystems""","This archive contains research data collected and/or funded by Forest Service Research and Development (FS R&D), U.S. Department of Agriculture. It is a resource for accessing both short and long-term FS R&D research data, which includes Experimental Forest and Range data. It is a way to both preserve and share the quality science of our researchers.","Benjamin C. Bright,Benjamin C. Bright,Andrew A. Hudak,Andrew T. Hudak,Andrew T. Hudak,Eva K. Strand,Eva K. Strand,Beth A. Newingham,Beth A. Newingham,April G. Smith,April G. Smith,Darcy H. Hammond,Darcy H. Hammond,Jessie M. Dodge,Jessie M. Dodge,Jonathan Bontrager,Jonathan Bontrager",,2019
10.1007/978-0-387-32833-1,,,The Concise Encyclopedia of Statistics,,,,2008
10.3390/f13020145,,,Short-Term Recovery of the Aboveground Carbon Stock in Iberian Shrublands at the Extremes of an Environmental Gradient and as a Function of Burn Severity,"The degree to which burn severity influences the recovery of aboveground carbon density (ACD) of live pools in shrublands remains unclear. Multitemporal LiDAR data was used to evaluate ACD recovery three years after fire in shrubland ecosystems as a function of burn severity immediately after fire across an environmental and productivity gradient in the western Mediterranean Basin. Two large mixed-severity wildfires were assessed: an Atlantic site, dominated by resprouter shrubs and located at the most productive extreme of the gradient, and a Mediterranean site, dominated by obligate seeders and located at the less productive extreme. Initial assessment of burn severity was performed using the differenced Normalized Burn Ratio index computed from Landsat imagery. Thresholds for low and high burn severity categories were established using the Composite Burn Index (CBI). LiDAR canopy metrics were calibrated with field measurements of mean shrub height and cover at plot level in a post-fire situation. Pre-fire and post-fire ACD estimates, and their ratio (ACDr) to calculate carbon stock recovery, were computed from the predictions of LiDAR grid metrics at landscape level using shrubland allometric relationships. Overall, ACDr decreased both with high burn severity and low productivity, although the burn severity impact was not homogeneous within the gradient. In the Atlantic site, ACDr was similar under low and high burn severity, whereas it decreased with burn severity in the Mediterranean site. These results suggest that carbon cycling models could be biased by not accounting for both fire severity and species composition of shrublands under different environmental conditions.","José Manuel Fernández-Guisuraga,José Manuel Fernández‐Guisuraga,Leonor Calvo,Leonor Calvo,Paulo M. Fernandes,Paulo M. Fernandes,Susana Suárez‐Seoane",Forests,2022
10.1201/9780429052729,,,Assessing the Accuracy of Remotely Sensed Data,,"Russell G. Congalton,Russell G. Congalton,Kass Green,Kass Green",,2019
10.1007/bf00058655,,,Bagging predictors,"Bagging predictors is a method for generating multiple versions of a predictor and using these to get an aggregated predictor. The aggregation averages over the versions when predicting a numerical outcome and does a plurality vote when predicting a class. The multiple versions are formed by making bootstrap replicates of the learning set and using these as new learning sets. Tests on real and simulated data sets using classification and regression trees and subset selection in linear regression show that bagging can give substantial gains in accuracy. The vital element is the instability of the prediction method. If perturbing the learning set can cause significant changes in the predictor constructed, then bagging can improve accuracy.","Leo Breiman,Leo Breiman",Machine Learning,1996
10.1007/s12524-022-01518-7,,,An Assessment of the Suitability of Sentinel-2 Data for Identifying Burn Severity in Areas of Low Vegetation,"Forest fires result in a range of adverse Earth's eco-environment and economic impacts. It is crucial to timely and accurately assess the severity of a forest fire, because burn severity is the factor for post-fire vegetation recovery. On the 7th July 2015, a forest fire occurred in western Spain, Comunidad Valenciana, near the villages of Montán and Caudiel. The fire mainly affected low vegetation types such as scrublands and herbs. This study intended to evaluate the use of Sentinel-2 data for identifying burn severity within areas covered by low vegetation, with the single band, spectral index, and differential spectral index Sentinel-2 data assessed. The results confirmed that the use of near-infrared and short-wave infrared ranges of Sentinel-2 data was suitable for identifying burned and unburned areas of low vegetation. The use of the normalized difference vegetation index performed best in distinguishing between areas of highly and moderately damaged vegetation, whereas the use of the normalized burn ratio (NBR) and NBR2 performed best for distinguishing between areas of completely destroyed and moderately damaged vegetation. These preliminary research results indicated that Sentinel-2 data are useful for forest fire monitoring in areas with low vegetation.","Huifen Luo,Huifen Luo,Jin Wu,Junlin Wu",Journal of The Indian Society of Remote Sensing,2022
10.3390/rs14051264,,,An Automatic Procedure for Forest Fire Fuel Mapping Using Hyperspectral (PRISMA) Imagery: A Semi-Supervised Classification Approach,"Natural vegetation provides various benefits to human society, but also acts as fuel for wildfires. Therefore, mapping fuel types is necessary to prevent wildfires, and hyperspectral imagery has applications in multiple fields, including the mapping of wildfire fuel types. This paper presents an automatic semisupervised machine learning approach for discriminating between wildfire fuel types and a procedure for fuel mapping using hyperspectral imagery (HSI) from PRISMA, a recently launched satellite of the Italian Space Agency. The approach includes sample generation and pseudolabelling using a single spectral signature as input data for each class, unmixing mixed pixels by a fully constrained linear mixing model, and differentiating sparse and mountainous vegetation from typical vegetation using biomass and DEM maps, respectively. Then the procedure of conversion from a classified map to a fuel map according to the JRC Anderson Codes is presented. PRISMA images of the southern part of Sardinia, an island off Italy, were considered to implement this procedure. As a result, the classified map obtained an overall accuracy of 87% upon validation. Furthermore, the stability of the proposed approach was tested by repeating the procedure on another HSI acquired for part of Bulgaria and we obtained an overall stability of around 84%. In terms of repeatability and reproducibility analysis, a degree of confidence greater than 95% was obtained. This study suggests that PRISMA imagery has good potential for wildfire fuel mapping, and the proposed semisupervised learning approach can generate samples for training the machine learning model when there is no single go-to dataset available, whereas this procedure can be implemented to develop a wildfire fuel map for any part of Europe using LUCAS land cover points as input.","Riyaaz Uddien Shaik,Riyaaz Uddien Shaik,Giovanni Laneve,Giovanni Laneve,Lorenzo Fusilli,Lorenzo Fusilli,Lorenzo Fusilli",Remote Sensing,2022
10.3390/rs14091985,,,PRISMA L1 and L2 Performances within the PRISCAV Project: The Pignola Test Site in Southern Italy,"In March 2019, the PRISMA (PRecursore IperSpettrale della Missione Applicativa) hyperspectral satellite was launched by the Italian Space Agency (ASI), and it is currently operational on a global basis. The mission includes the hyperspectral imager PRISMA working in the 400–2500 nm spectral range with 237 bands and a panchromatic (PAN) camera (400–750 nm). This paper presents an evaluation of the PRISMA top-of-atmosphere (TOA) L1 products using different in situ measurements acquired over a fragmented rural area in Southern Italy (Pignola) between October 2019 and July 2021. L1 radiance values were compared with the TOA radiances simulated with a radiative transfer code configured using measurements of the atmospheric profile and the surface spectral characteristics. The L2 reflectance products were also compared with the data obtained by using the ImACor code atmospheric correction tool. A preliminary assessment to identify PRISMA noise characteristics was also conducted. The results showed that: (i) the PRISMA performance, as measured at the Pignola site over different seasons, is characterized by relative mean absolute differences (RMAD) of about 5–7% up to 1800 nm, while a decrease in accuracy was observed in the SWIR; (ii) a coherent noise could be observed in all the analyzed images below the 630th scan line, with a frequency of about 0.3–0.4 cycles/pixel; (iii) the most recent version of the standard reflectance L2 product (i.e., Version 2.05) matched well the reflectance values obtained by using the ImACor atmospheric correction tool. All these preliminary results confirm that PRISMA imagery is suitable for an accurate retrieval of the bio-geochemical variables pertaining to a complex fragmented ecosystem such as that of the Southern Apennines. Further studies are needed to confirm and monitor PRISMA data performance on different land-cover areas and on the Radiometric Calibration Network (RadCalNet) targets.","Stefano Pignatti,Stefano Pignatti,Aldo Amodeo,Aldo Amodeo,Maria Francesca Carfora,Maria Francesca Carfora,Raffaele Casa,Raffaele Casa,Yingying Dong,Lucia Mona,Lucia Mona,Angelo Palombo,Angelo Palombo,Simone Pascucci,Simone Pascucci,Marco Rosoldi,Marco Rosoldi,Federico Santini,Federico Santini,Giovanni Laneve,Giovanni Laneve",Remote Sensing,2022
10.1109/lgrs.2022.3166665,,,Evaluation of LiDAR-derived Snow Depth Estimates from the iPhone 12 Pro,"Snow is a critical contributor to the global water-energy budget with impacts on springtime flooding and water resource management practices. Laser altimetry (LiDAR-Light Detection and Ranging) is a remote sensing technique that has demonstrated skill in monitoring snow depth, but the expense of purchasing and transporting traditional LiDAR equipment limits their operational use. In this work, we demonstrate that the LiDAR sensor installed on the Apple iPhone 12 Pro consumer smartphone is a real-time, handheld measurement instrument for accurately observing changes in snow depth. Two independent field experiments in southern Ontario, Canada found that the iPhone LiDAR was able to accurately capture daily changes in snow depth when compared to in situ snow ruler measurements. In situ and LiDAR comparisons of n = 75 days at measurement site A exhibit a correlation of r &#x003E; 0.99, mean absolute bias less than 1 mm, and an RMSE of approximately 6 mm. Similar positive agreement was also noted at the second field study site for n = 16 measurements over the same period. The high accuracy of the LiDAR sensor suggests that a mobile application could be developed which allows users to quickly scan a snow-covered area before and after a snowfall event and consequently use this data to aid in filling current observational gaps through a citizen-science based-approach of measuring changes in snow depth.","Fraser King,Fraser King,Richard Kelly,Richard Kelly,Christopher G. Fletcher,Christopher G. Fletcher",IEEE Geoscience and Remote Sensing Letters,2022
10.1007/s00357-018-9302-x,,,Ordinal Forests,,"Roman Hornung,Roman Hornung",Journal of Classification,
10.2307/2443618,,,Post-Fire Recovery of Florida Lake Wales Ridge Vegetation,"Community responses to fire of five major vegetation associations of the Lake Wales Ridge were investigated during a 5-yr post-fire period. Vegetation of southern ridge sandhills, sand pine scrub, scrubby flatwoods, flatwoods, and swales was sampled using permanent line transects and quadrats in both burned and unburned (control) areas. Fire passed through the mosaic of vegetation leaving a pattern of unburned and lightly to severely burned areas. There was little change in soil chemistry (pH, K, P, Mg) with the exception of a short-lived increase in Ca. Vegetation recovery rates, measured by percentage cover and Horn's Index, were rapid. Typically, less than 2 yr was needed for recovery of poorly drained flatwoods and swale associations and 1 to 4 years for better drained scrubby flatwoods and southern ridge sandhills. Species diversity (H′) increased significantly following fire at poorly drained sites due to increased evenness, but was largely unchanged at better drained sites. There was virtually no change in vascular plant species composition for the sprouting associations. Fire is not a succession-initiating disturbance in the Clementsian sense. The species present prior to burning either resprout soon after fire or resist fire, thus rapidly restoring the preburn conditions. Limited data suggest fire in the associations dominated by seeding species likewise does not initiate a relay type succession. The ridge vegetation exhibits marked resiliency to fire as a result of an evolutionary history of a stressful environment including winter droughts, acidic, nutrient-poor sand substrates, and frequent lightning-caused low intensity burns.","Warren G. Abrahamson,Warren G. Abrahamson",American Journal of Botany,
10.1111/j.1654-1103.2005.tb02409.x,,,Effects of fire severity and initial tree composition on understorey vegetation dynamics in a boreal landscape inferred from chronosequence and paleoecological data,"Abstract Question and Location: How does soil burn severity and early post‐fire tree composition affect long‐term understorey vegetation dynamics in the coniferous forests of eastern Canada? Method: Vegetation dynamics were assessed using paleoecological methods and a chronosequence analysis of extant stands. The relation between environmental factors and succession was evaluated using ordination techniques on the chronosequence data. Understorey succession was studied by regression analysis on the chronosequence data and through within‐site Markovian transition probabilities between successive 1‐cm layers of plant macroremains from soil organic matter profiles. Results: Initial tree composition ( Picea mariana and Pinus banksiana ) had little effect on understorey composition. Soil burn severity (measured as the thickness of the residual forest floor humus) significantly affected temporal changes in understorey species. Following fires of high severity, stands underwent a gradual paludification with a net increase in Sphagnum and ericaceous shrubs (Ledum groenlandicum) , and a decrease in feathermosses. Paludification was accelerated after low severity fires, which led to the dominance of Sphagnum less than 200 years after fire, and of L. groenlandicum shortly after fire. In situ paleo‐ecological work confirmed results obtained with the chronosequence analysis. Conclusions: One vegetation gradient related to time after disturbance is insufficient to account for the full complexity of long‐term changes in understorey composition following fire. Current forestry practices that protect the forest floor humus may induce a premature paludification.","Nicolas Lecomte,Nicolas Lecomte,M. Simard,Martin Simard,Yves Bergeron,Y Bergeron,Alayn C. Larouche,Alayn Larouche,Hans Asnong,Hans Asnong,Pierre J. H. Richard,Pierre J.H. Richard",Journal of Vegetation Science,
10.1007/bf00038690,,,An evaluation of the relative robustness of techniques for ecological ordination,,"Peter R. Minchin,Peter R. Minchin",Vegetatio,
10.1007/978-3-540-30301-5_47,,,Robotics in Agriculture and Forestry,"In agriculture and forestry, robotics has made a substantial impact. Farmers are conscious of their need for automatic vehicle guidance to minimize damage to the growing zone of their soil. Automatic sensing, handling, and processing of produce are now commonplace, while there is substantial instrumentation and mechanization of livestock procedures. In forestry, legged harvesters have not yet seen great success in their application, but the automation of trimming and forwarding with simultaneous localization and mapping techniques will change the industry in the future. Some impressive developments in walking forestry harvesters are presented, including machines targeted towards the difficult terrain of the Scandinavian forests. More-conventional cut-to-length harvesters are also highly automated, while operations such as delimbing must be carried out at speed. Before complete autonomous harvesting becomes possible, some of the localization and mapping techniques that are described must come to fruition. The combination of machine vision with global positioning by satellite (GPS) allows a tractor to follow a row of crops, performing a headland turn at the end of the row. The history of a series of projects is outlined, leading to the present outcome that is in the process of being commercialized. Another project that is based on machine vision relates to the location of macadamia nuts. To select which trees should be propagated, it is necessary to attribute fallen nuts to the correct tree. Color sorting and grading of produce is not a matter of sensing alone, but involves a measure of produce handling that puts it at the fringe of robotics. Automated milking parlours have proved their worth. However success has eluded some other projects described here, such as automated sheep-shearing and an automated abattoir. Another project is presented that literally sorts the sheep from the goats, using a swinging gate to separate different species using machine vision so that feral species are excluded from watering holes in the dry Australian outback. Although robotics is making rapid inroads into these areas, they are still a fruitful source of application projects, some sufficiently demanding to require the development of new theoretical techniques.","John Billingsley,John Billingsley,Arto Visala,Arto Visala,Mark Dunn,Mark Dunn",,
10.1016/b978-012348525-0/50021-5,,,Evaporation from Bare Soil and Wind Erosion,,"Daniel Hillel,Daniel Hillel",,
10.35940/ijitee.k1596.129219,,,Multi-Spectral Image Segmentation Based on the K-means Clustering,"Agriculture is one of the oldest economic aspects of human civilisation, and it is still undergoing a dynamic makeover in the course of the application of IT innovative mechanisms in farming methodology. Remote sensing has vied a significant role in crop classification, crop health and yield assessment. Multispectral remote sensing plays a vital role in providing enhancement of more detailed analysis of crop segmentation. In this article, pixel-based clustering of 12 channels is carried out using the satellite image from Sentinel 2 remote sensing satellite via k-means clustering. K-means clustering algorithm is usually a better method of classifying high-resolution satellite imagery. The extracted regions are classified using a minimum distance decision rule.","Mohamed A. Hamada,Mohamed A. Hamada,Yeleussiz Kanat,Yeleussiz Kanat,Adejor Egahi Abiche,Adejor Egahi Abiche",International journal of innovative technology and exploring engineering,
10.15607/rss.2009.v.021,,,Generalized-ICP,,"A. Segal,A. Segal,D. Haehnel,D. Haehnel,Sebastian Thrun,S. Thrun",,
10.2307/2680187,,,"Spatial Controls of Historical Fire Regimes: A Multiscale Example from the Interior West, USA",,"Emily K. Heyerdahl,Emily K. Heyerdahl,Linda B. Brubaker,Linda B. Brubaker,James K. Agee,James K. Agee",Ecology,
10.3390/s22114262,35684883,,A Review of Mobile Mapping Systems: From Sensors to Applications,"The evolution of mobile mapping systems (MMSs) has gained more attention in the past few decades. MMSs have been widely used to provide valuable assets in different applications. This has been facilitated by the wide availability of low-cost sensors, advances in computational resources, the maturity of mapping algorithms, and the need for accurate and on-demand geographic information system (GIS) data and digital maps. Many MMSs combine hybrid sensors to provide a more informative, robust, and stable solution by complementing each other. In this paper, we presented a comprehensive review of the modern MMSs by focusing on: (1) the types of sensors and platforms, discussing their capabilities and limitations and providing a comprehensive overview of recent MMS technologies available in the market; (2) highlighting the general workflow to process MMS data; (3) identifying different use cases of mobile mapping technology by reviewing some of the common applications; and (4) presenting a discussion on the benefits and challenges and sharing our views on potential research directions.","Mostafa Elhashash,Elhashash, Mostafa,Hessah Albanwan,Albanwan, Hessah,Rongjun Qin,Qin, Rongjun",Sensors,2022
10.1016/j.rse.2022.113085,,,Crop specific inversion of PROSAIL to retrieve green area index (GAI) from several decametric satellites using a Bayesian framework,"The objective of this study is to evaluate the performances of a semi-empirical approach based on the Bayesian theory to retrieve Green Area Index (GAI) from multiple decametric satellites. It is designed to overcome some limitations in existing Radiative Transfer Model (RTM) inversion methods, including the high dimensionality of the inverse problem, the convergence problem due to possible equifinality, and the dependence of some RTM variables on the crop-specific architecture. The PROSAIL model is first inverted in a calibration step using the Hamiltonian Monte Carlo (HMC) algorithm over a global dataset of ground GAI measurements (for maize, wheat, and rice) and the corresponding reflectance observations from Landsat-8, Sentinel-2, and Quickbird to derive crop-specific distributions of PROSAIL input variables. These distributions were then used as prior information to predict GAI over an independent set of reflectance observations. Results show that the full Bayesian approach provides close estimates of GAI to ground truth, with respective Root Mean Square Error (RMSE) of 1.01, 1.33, and 0.97 for maize, wheat, and rice ( R 2 =0.67, 0.76 and 0.63, respectively). The performances are better than those approaches generally reported using radiative transfer models that are non-crop-specific, like the SNAP algorithm for Sentinel-2, but are slightly behind the purely empirical models based on machine learning. However, the proposed approach provides an explicit insight of the joint distribution of PROSAIL variables that are valid for any satellite platform. This constitutes a major advantage against purely empirical models, as it enables to fully exploit large observational datasets from multiple sensors and generalize to other platforms. • Bayesian theory and Hamiltonian Monte Carlo algorithm are applied to RTM inversion. • Joint distributions of crop-specific input variables in PROSAIL is derived from HMC. • GAI predictions agree closely with corresponding worldwide ground measurements. • Use of prior information for some PROSAIL variables minimizes bias in GAI prediction.","Jingwen Wang,Jingwen Wang,Raúl López-Lozano,Raul Lopez-Lozano,Marie Weiss,Marie Weiss,Samuel Buis,Samuel Buis,Wenjuan Li,Wenjuan Li,Shouyang Liu,Shouyang Liu,Frédéric Baret,Frédéric Baret,Jiahua Zhang,Jiahua Zhang",Remote Sensing of Environment,2022
10.3390/asi5040063,,,"Smartphone LiDAR Technologies for Surveying and Reality Modelling in Urban Scenarios: Evaluation Methods, Performance and Challenges","The aim of the research was to evaluate the performance of smartphone depth sensors (Time of Flight Camera(ToF) and Light Detection and Ranging (LiDAR)) from Android (Huawei P30 Pro) and iOS (iPhone 12 Pro and iPAD 2021 Pro) devices in order to build a 3D point cloud. In particular, the smartphones were tested in several case studies involving the scanning of several objects: 10 building material samples, a statue, an interior room environment and the remains of a Doric column in a major archaeological site. The quality of the point clouds was evaluated through visual analysis and using three eigenfeatures: surface variation, planarity and omnivariance. Based on this approach, some issues with the point clouds generated by smartphones were highlighted, such as surface splitting, loss of planarity and inertial navigation system drift problems. In addition, it can finally be deduced that, in the absence of scanning problems, the accuracies achievable from this type of scanning are ~1–3 cm. Therefore, this research intends to describe a method of quantifying anomalies occurring in smartphone scans and, more generally, to verify the quality of the point cloud obtained with these devices.","Domenica Costantino,Domenica Costantino,Gabriele Vozza,Gabriele Vozza,Massimiliano Pepe,Massimiliano Pepe,Vincenzo Saverio Alfio,Vincenzo Saverio Alfio",Applied system innovation,2022
10.3390/s22166314,36016073,,Evaluation of Different LiDAR Technologies for the Documentation of Forgotten Cultural Heritage under Forest Environments,"In the present work, three LiDAR technologies (Faro Focus 3D X130—Terrestrial Laser Scanner, TLS-, Kaarta Stencil 2–16—Mobile mapping system, MMS-, and DJI Zenmuse L1—Airborne LiDAR sensor, ALS-) have been tested and compared in order to assess the performances in surveying built heritage in vegetated areas. Each of the mentioned devices has their limits of usability, and different methods to capture and generate 3D point clouds need to be applied. In addition, it has been necessary to apply a methodology to be able to position all the point clouds in the same reference system. While the TLS scans and the MMS data have been geo-referenced using a set of vertical markers and sphere measured by a GNSS receiver in RTK mode, the ALS model has been geo-referenced by the GNSS receiver integrated in the unmanned aerial system (UAS), which presents different characteristics and accuracies. The resulting point clouds have been analyzed and compared, focusing attention on the number of points acquired by the different systems, the density, and the nearest neighbor distance.","Miguel Ángel Maté-González,Miguel Ángel Maté‐González,Vincenzo Di Pietra,Vincenzo Di Pietra,Marco Piras,Marco Piras",Sensors,2022
10.3390/rs14205138,,,Comparison of Physical-Based Models to Measure Forest Resilience to Fire as a Function of Burn Severity,"We aimed to compare the potential of physical-based models (radiative transfer and pixel unmixing models) for evaluating the short-term resilience to fire of several shrubland communities as a function of their regenerative strategy and burn severity. The study site was located within the perimeter of a wildfire that occurred in summer 2017 in the northwestern Iberian Peninsula. A pre- and post-fire time series of Sentinel-2 satellite imagery was acquired to estimate fractional vegetation cover (FVC) from the (i) PROSAIL-D radiative transfer model inversion using the random forest algorithm, and (ii) multiple endmember spectral mixture analysis (MESMA). The FVC retrieval was validated throughout the time series by means of field data stratified by plant community type (i.e., regenerative strategy). The inversion of PROSAIL-D featured the highest overall fit for the entire time series (R2 &gt; 0.75), followed by MESMA (R2 &gt; 0.64). We estimated the resilience of shrubland communities in terms of FVC recovery using an impact-normalized resilience index and a linear model. High burn severity negatively influenced the short-term resilience of shrublands dominated by facultative seeder species. In contrast, shrublands dominated by resprouters reached pre-fire FVC values regardless of burn severity.","José Manuel Fernández-Guisuraga,José Manuel Fernández‐Guisuraga,Leonor Calvo,Susana Suárez‐Seoane,Carmen Quintano,Dar A. Roberts,Alfonso Fernández-Manso,Alfonso Fernández–Manso,Leonor Calvo",Remote Sensing,2022
10.3390/geomatics2040025,,,Three Dimensional Change Detection Using Point Clouds: A Review,"Change detection is an important step for the characterization of object dynamics at the earth’s surface. In multi-temporal point clouds, the main challenge is to detect true changes at different granularities in a scene subject to significant noise and occlusion. To better understand new research perspectives in this field, a deep review of recent advances in 3D change detection methods is needed. To this end, we present a comprehensive review of the state of the art of 3D change detection approaches, mainly those using 3D point clouds. We review standard methods and recent advances in the use of machine and deep learning for change detection. In addition, the paper presents a summary of 3D point cloud benchmark datasets from different sensors (aerial, mobile, and static), together with associated information. We also investigate representative evaluation metrics for this task. To finish, we present open questions and research perspectives. By reviewing the relevant papers in the field, we highlight the potential of bi- and multi-temporal point clouds for better monitoring analysis for various applications.","Abderrazzaq Kharroubi,Abderrazzaq Kharroubi,Florent Poux,Florent Poux,Zouhair Ballouch,Zouhair Ballouch,Rafika Hajji,Rafika Hajji,Roland Billen,Roland Billen",Geomatics,2022
10.3390/rs14215471,,,"How to Improve the Reproducibility, Replicability, and Extensibility of Remote Sensing Research","The field of remote sensing has undergone a remarkable shift where vast amounts of imagery are now readily available to researchers. New technologies, such as uncrewed aircraft systems, make it possible for anyone with a moderate budget to gather their own remotely sensed data, and methodological innovations have added flexibility for processing and analyzing data. These changes create both the opportunity and need to reproduce, replicate, and compare remote sensing methods and results across spatial contexts, measurement systems, and computational infrastructures. Reproducing and replicating research is key to understanding the credibility of studies and extending recent advances into new discoveries. However, reproducibility and replicability (R&amp;R) remain issues in remote sensing because many studies cannot be independently recreated and validated. Enhancing the R&amp;R of remote sensing research will require significant time and effort by the research community. However, making remote sensing research reproducible and replicable does not need to be a burden. In this paper, we discuss R&amp;R in the context of remote sensing and link the recent changes in the field to key barriers hindering R&amp;R while discussing how researchers can overcome those barriers. We argue for the development of two research streams in the field: (1) the coordinated execution of organized sequences of forward-looking replications, and (2) the introduction of benchmark datasets that can be used to test the replicability of results and methods.","Peter Kedron,Peter Kedron,Amy E. Frazier,Amy E. Frazier",Remote Sensing,2022
10.3390/f13111763,,,Forest Road Wearing Course Damage Assessment Possibilities with Different Types of Laser Scanning Methods including New iPhone LiDAR Scanning Apps,"Forests make up 34.1% of the Czech Republic total area and forest roads account for nearly the same length (47,465 km) as all other roads administered by the state and its regions (55,738 km). Forest roads are not as intensively used as other roads. On the other hand, as logging trucks carry the maximum permitted load on roads and forests create a specific microclimate, forest roads are subject to rapid wear. A road wearing course is generally designed for 20 years of service and for a maximum damage level of 25% before they are supposed to be reconstructed. To ensure this life cycle is adhered to, more efficient, faster, and more flexible surface damage detection adaptable for forest environment is needed. As smartphones and their optical devices, i.e., new iPhones with LiDAR sensors, become more advanced, the option arises to perform laser scanning on road surfaces using smartphones applications. This work aimed to test this technology and its precision applicability to assessing damage to a forest wearing course and compare it with another hand-held personal laser scanner (PLShh), represented in this study by GeoSLAM ZEB Horizon scanner, and more precise terrestrial laser scanning (TLS) technology, represented in this study by Faro Focus 3D laser scanner, which have started to replace tacheometric wearing course damage surveying thanks to their greater precision. So, this study involved a comparison of three alternative laser scanning methods focused especially on these, which are implemented in new iPhones for tacheometric surveying. First, a Faro Focus 3D laser scanner was used for the TLS method. Second, the PLShh method was tested on a GeoSLAM ZEB Horizon scanner. Third, another PLShh method using an iPhone 13 Pro with applications 3D Scanner and Polycam was evaluated. If we are comparing positional height accuracy of PLShh to tacheometric surveying on reference cross position height coordinates, ZEB Horizon achieved devXY and devZ RMSE 0.108 m; 0.025 m; iPhone 13 Pro with 3D Scanner app devXY and devZ RMSE 0.185 m; 0.021 m, and with Polycam app devXY and devZ RMSE 0.31 m; 0.045. TLS achieved the best results with devXY RMSE 0.049 and devZ RMSE 0.0077. The results confirm that only the TLS scanner achieves precision values in height differences applicable for an assessment of forest road wearing course damage measurement comparable with tacheometric surveying. Surprisingly, comparing the PLShh scanners to the TLS technology, they achieved interesting results, comparing their transverse profiles and 3D objects as digital surface models (DSM) of the road to TLS in height position. In transverse profiles, ZEB Horizon achieved devZ RMSE 0.032 m; iPhone 13 Pro with 3D Scanner app devZ RMSE 0.017 m, and with Polycam app devZ RMSE 0.041 m compared to the TLS method measured using a Faro Focus 3D static laser scanner. Comparing forest road DSM to Faro Focus 3D, ZEB Horizon achieved devZ RMSE 0.028 m; iPhone 13 Pro with 3D Scanner app devZ RMSE 0.018 m and with Polycam devZ RMSE 0.041 m. These results in height differences show that the height accuracy of PLShh achieves precision, which is applicable to determining the current shape of forest road wearing course compared to the required roof shape gradient. However, further testing provided the insight that such a kind of PLShh measurement is still only possible to use for the identification of a transverse profile shape, as in length measurement the length error increases. All PLShh are able to capture the current shape of forest road cross profile, but still they cannot be used for any design or calculation of material measurement needed for wearing course repair.","Tomáš Mikita,Tomáš Mikita,Dominika Krausková,Dominika Krausková,Petr Hrůza,Petr Hrůza,Miloš Cibulka,Miloš Cibulka,Zdeněk Patočka,Zdeněk Patočka",Forests,2022
